Customer ID,Contract Type,Monthly Charges,Total Charges,Tenure,Internet Service,Payment Method,Gender,Senior Citizen,Online Security,Online Backup,Tech Support,Streaming TV,Streaming Movies,Churn
Cust219,Two-Year,71.45165562712317,776.5292065580653,24,Fiber optic,Bank transfer,Male,No,Yes,No,No,Yes,No,No
Cust220,One-Year,87.98710873172004,797.4465175076855,5,Fiber optic,Mailed check,Male,No,No,No,Yes,Yes,No,No
Cust221,One-Year,78.49267365825537,956.6443987853446,67,Fiber optic,Electronic check,Female,No,No,Yes,Yes,No,No,No
Cust222,Month-to-Month,61.19260739840348,762.2740237000116,58,None,Bank transfer,Female,No,No,No,Yes,Yes,No,No
Cust223,Month-to-Month,47.061264445888526,907.611541108288,27,None,Credit card,Male,No,No,No,No,Yes,No,No
Cust224,Month-to-Month,73.96446627227179,431.9155999138643,15,Fiber optic,Mailed check,Female,No,Yes,No,No,Yes,Yes,No
Cust225,Month-to-Month,67.86970770843499,1063.9881122118816,35,DSL,Electronic check,Female,No,No,No,Yes,Yes,Yes,No
Cust226,Two-Year,77.90386440055465,1000.3616426086672,53,None,Bank transfer,Male,No,No,Yes,Yes,Yes,No,No
Cust227,Month-to-Month,72.70343603363939,754.8734106795428,44,Fiber optic,Credit card,Male,Yes,No,Yes,No,No,No,No
Cust228,Two-Year,80.9910543063867,1197.7737005297215,26,Fiber optic,Mailed check,Male,Yes,No,No,No,Yes,Yes,Yes
Cust229,One-Year,49.29529576878864,1281.2710412879676,47,DSL,Credit card,Female,No,No,No,No,No,Yes,Yes
Cust230,One-Year,86.34788131268651,517.7320406893077,34,None,Bank transfer,Male,No,No,Yes,No,Yes,Yes,Yes
Cust231,One-Year,63.95199209384799,771.1825664301357,50,Fiber optic,Bank transfer,Female,No,No,No,No,Yes,Yes,No
Cust232,One-Year,101.5052174525053,769.2572950638105,12,DSL,Electronic check,Male,Yes,No,Yes,Yes,Yes,No,Yes
Cust233,Month-to-Month,46.21624363820864,718.0290696673405,4,Fiber optic,Credit card,Female,Yes,No,Yes,No,Yes,Yes,No
Cust234,Month-to-Month,94.71927606330499,1248.8424525795244,48,None,Electronic check,Female,No,No,Yes,No,No,Yes,No
Cust235,One-Year,63.95821566925296,941.8521583681589,55,DSL,Mailed check,Male,No,No,Yes,No,No,Yes,No
Cust236,Month-to-Month,46.97163992771103,920.6455476068168,1,None,Electronic check,Male,No,No,No,Yes,No,No,No
Cust237,Month-to-Month,50.32228331891357,398.8412906779739,66,Fiber optic,Mailed check,Female,No,Yes,No,No,Yes,Yes,No
Cust238,One-Year,53.5930538361136,1190.6254090627679,30,Fiber optic,Bank transfer,Female,No,Yes,Yes,No,Yes,Yes,No
Cust239,Month-to-Month,68.48331892803833,628.2224815439582,3,DSL,Bank transfer,Male,No,No,Yes,No,Yes,Yes,No
Cust240,Two-Year,70.45670976071,1017.9797890798985,21,DSL,Credit card,Male,No,No,No,Yes,No,Yes,No
Cust241,Two-Year,48.52599992122842,1083.2130813874576,49,None,Mailed check,Female,No,No,Yes,No,Yes,Yes,No
Cust242,Two-Year,59.51290815478034,1408.1975787515953,62,DSL,Bank transfer,Male,No,No,No,No,No,Yes,No
Cust243,Month-to-Month,102.84540717223727,607.3538802642663,38,Fiber optic,Credit card,Female,No,Yes,Yes,No,Yes,No,No
Cust244,Month-to-Month,94.55086340201423,94.14635325375241,15,DSL,Credit card,Male,Yes,No,No,No,Yes,Yes,No
Cust245,Two-Year,68.72647339348065,1055.1548634261085,52,DSL,Electronic check,Male,No,No,Yes,Yes,Yes,Yes,No
Cust246,Month-to-Month,60.760069563364006,1540.153354453256,46,DSL,Credit card,Male,No,No,Yes,Yes,Yes,No,Yes
Cust247,Two-Year,62.40062653436522,1371.6839058818312,25,Fiber optic,Bank transfer,Female,No,No,Yes,No,No,Yes,No
Cust248,Two-Year,72.27035945460833,1062.8978245823878,21,None,Electronic check,Male,Yes,No,Yes,No,Yes,No,No
Cust249,Two-Year,39.54414869603189,852.5091443103858,5,DSL,Mailed check,Female,No,Yes,No,No,No,Yes,No
Cust250,Month-to-Month,54.852469251533094,1242.136778991193,70,DSL,Mailed check,Male,No,No,No,No,Yes,Yes,No
Cust251,Month-to-Month,26.62831852244821,707.9361400886594,47,DSL,Bank transfer,Female,No,Yes,Yes,No,No,No,No
Cust252,Two-Year,67.98446245210559,1142.9073308068657,68,Fiber optic,Bank transfer,Female,No,No,Yes,No,Yes,No,No
Cust253,Month-to-Month,72.94391879405482,1151.641047749988,18,Fiber optic,Electronic check,Male,No,No,No,No,No,Yes,No
Cust254,Month-to-Month,50.33627075401252,1318.062972249664,21,None,Electronic check,Female,No,No,No,No,No,Yes,No
Cust255,One-Year,91.47973526580066,1827.8980116733233,23,Fiber optic,Bank transfer,Female,No,No,No,Yes,No,Yes,Yes
Cust256,Two-Year,35.484686739953176,1117.72479015363,64,Fiber optic,Bank transfer,Female,No,No,No,No,Yes,No,No
Cust257,One-Year,30.712502395803597,847.3109122877504,67,DSL,Mailed check,Female,No,No,No,No,No,No,No
Cust258,One-Year,64.48903637119945,992.3277063424017,40,None,Mailed check,Male,No,Yes,No,No,Yes,Yes,Yes
Cust259,Month-to-Month,80.94196605224309,469.2772285332645,10,DSL,Mailed check,Male,No,No,No,No,Yes,Yes,No
Cust260,One-Year,93.67855382915738,791.5860606732825,52,DSL,Bank transfer,Male,No,No,No,Yes,Yes,Yes,No
Cust261,Two-Year,50.8223147426212,877.2152685660687,61,Fiber optic,Credit card,Female,No,No,Yes,No,Yes,Yes,No
Cust262,Month-to-Month,81.57361666862592,842.7734806196222,64,Fiber optic,Bank transfer,Female,No,No,Yes,No,No,Yes,No
Cust263,One-Year,59.229830609985854,1045.7064616101165,5,Fiber optic,Bank transfer,Male,No,Yes,Yes,No,Yes,Yes,Yes
Cust264,Two-Year,56.54745400118361,753.2740202853398,53,Fiber optic,Mailed check,Male,No,Yes,No,Yes,Yes,No,No
Cust265,One-Year,77.67319874973344,1336.3092001973414,55,Fiber optic,Bank transfer,Female,No,No,No,Yes,No,No,Yes
Cust266,One-Year,73.0464575682684,1000.0621194754591,37,DSL,Electronic check,Male,No,No,No,No,Yes,No,No
Cust267,One-Year,28.47215686031501,997.2099036584157,56,None,Bank transfer,Male,No,No,Yes,No,No,Yes,No
Cust268,Month-to-Month,89.53080699451792,901.6315850461247,59,Fiber optic,Bank transfer,Female,No,No,No,No,Yes,Yes,No
Cust269,Month-to-Month,87.60182708294903,1046.5572051576937,69,Fiber optic,Bank transfer,Male,Yes,Yes,No,Yes,Yes,No,Yes
Cust270,Two-Year,47.488745969809415,1247.5294794002905,59,Fiber optic,Bank transfer,Female,No,No,Yes,No,Yes,Yes,Yes
Cust271,Two-Year,67.91607066874818,739.86093528673,2,DSL,Credit card,Male,No,Yes,No,Yes,No,No,No
Cust272,Two-Year,69.88060372565478,802.565053277423,65,Fiber optic,Bank transfer,Female,No,No,No,Yes,No,Yes,No
Cust273,Two-Year,65.21347531647814,908.8821913670006,60,Fiber optic,Electronic check,Female,No,Yes,No,No,No,Yes,Yes
Cust274,One-Year,48.9938969230916,596.2387229580355,51,DSL,Electronic check,Female,No,No,No,No,Yes,Yes,Yes
Cust275,One-Year,46.56753264123897,754.2226420835507,30,Fiber optic,Bank transfer,Female,Yes,Yes,No,Yes,Yes,Yes,Yes
Cust276,One-Year,59.488918580171095,857.1337379366023,11,None,Mailed check,Female,No,No,No,Yes,Yes,No,No
Cust277,One-Year,83.45458038518728,1262.3167542138183,39,Fiber optic,Credit card,Male,No,No,No,Yes,Yes,Yes,No
Cust278,One-Year,70.87200309188864,1078.7683987005776,63,None,Bank transfer,Male,No,No,No,No,Yes,Yes,Yes
Cust279,One-Year,52.58771335827788,1058.0769734102632,64,DSL,Bank transfer,Male,No,No,Yes,No,No,Yes,No
Cust280,Two-Year,75.43397421296689,1255.2693886503916,61,DSL,Bank transfer,Female,Yes,No,No,No,Yes,No,Yes
Cust281,Month-to-Month,3.0291475873984908,958.788463480181,54,DSL,Mailed check,Male,No,Yes,Yes,No,Yes,Yes,No
Cust282,Month-to-Month,82.97531400744207,1117.139454978667,58,Fiber optic,Mailed check,Female,No,No,Yes,No,No,Yes,No
Cust283,Month-to-Month,25.20572442443801,969.0334741202512,56,DSL,Mailed check,Female,No,No,No,Yes,No,Yes,No
Cust284,One-Year,52.751181171937354,1079.6087048198885,34,DSL,Credit card,Male,Yes,Yes,No,No,Yes,Yes,No
Cust285,Month-to-Month,37.60660210747712,825.1724027165253,31,None,Electronic check,Female,No,Yes,No,No,Yes,Yes,No
Cust286,Month-to-Month,34.106370485581884,268.3548525170713,52,None,Credit card,Male,Yes,No,Yes,Yes,Yes,No,No
Cust287,One-Year,83.21653574757039,959.7162513441087,1,Fiber optic,Mailed check,Female,No,No,Yes,Yes,Yes,Yes,No
Cust288,Month-to-Month,50.64597597376218,1426.824440829982,55,DSL,Electronic check,Female,No,No,Yes,Yes,No,Yes,No
Cust289,One-Year,66.93007763461432,1277.8646206724777,22,DSL,Electronic check,Male,No,No,Yes,Yes,Yes,No,No
Cust290,Month-to-Month,59.06158842241632,1289.6192453773513,40,DSL,Mailed check,Female,No,Yes,No,No,No,Yes,No
Cust291,Month-to-Month,69.54081654446243,1370.8392165418654,1,Fiber optic,Mailed check,Male,No,Yes,Yes,No,No,Yes,No
Cust292,Two-Year,61.536437821205105,1026.5972772884313,65,None,Credit card,Female,No,No,No,No,No,Yes,Yes
Cust293,Month-to-Month,34.340155516228606,1059.1947122216786,63,Fiber optic,Mailed check,Male,Yes,Yes,Yes,No,Yes,Yes,No
Cust294,Month-to-Month,79.9253363889428,814.7044313696949,54,DSL,Electronic check,Female,No,No,No,No,Yes,No,No
Cust295,One-Year,50.12486833677375,905.178143191885,42,Fiber optic,Bank transfer,Male,No,No,Yes,No,No,No,No
Cust296,One-Year,28.86836202680498,1184.7313449313424,21,DSL,Mailed check,Male,Yes,Yes,Yes,Yes,Yes,No,No
Cust297,Month-to-Month,51.43769678068175,1361.1653311506448,22,DSL,Mailed check,Female,No,No,Yes,No,Yes,No,No
Cust298,One-Year,90.01519581268622,958.1661172957001,38,Fiber optic,Credit card,Male,No,Yes,No,No,Yes,Yes,No
Cust299,Month-to-Month,77.00443484226986,864.9432205445765,8,Fiber optic,Credit card,Female,Yes,No,No,Yes,Yes,Yes,No
Cust300,Month-to-Month,53.026957311842814,1000.1583876569792,62,DSL,Mailed check,Female,Yes,Yes,No,Yes,No,Yes,No
Cust301,One-Year,53.014845913631426,1180.3620246787345,47,DSL,Electronic check,Male,No,No,No,No,Yes,Yes,No
Cust302,One-Year,53.56729897565235,566.8435551599375,17,None,Electronic check,Male,No,No,Yes,No,Yes,No,Yes
Cust303,One-Year,101.53495967121682,311.1457140588286,17,DSL,Bank transfer,Male,No,No,No,Yes,Yes,No,No
Cust304,One-Year,67.63870904463107,834.838945152525,13,DSL,Mailed check,Male,No,No,No,No,Yes,Yes,No
Cust305,Two-Year,68.60083294382139,633.7862722257523,17,DSL,Credit card,Male,No,Yes,Yes,No,No,Yes,Yes
Cust306,One-Year,80.60566908063684,847.5579407058067,38,DSL,Electronic check,Female,Yes,No,Yes,No,No,Yes,No
Cust307,Month-to-Month,64.77578318053027,955.6659043547586,45,DSL,Bank transfer,Male,No,No,Yes,Yes,Yes,Yes,Yes
Cust308,One-Year,54.819157083585935,864.025477293096,6,None,Mailed check,Female,No,No,Yes,No,Yes,Yes,No
Cust309,Month-to-Month,56.07300301830043,1435.7402603412236,35,DSL,Electronic check,Male,No,Yes,No,No,Yes,Yes,Yes
Cust310,Month-to-Month,58.56797481171872,1098.023429380696,14,Fiber optic,Mailed check,Male,No,No,Yes,Yes,No,No,Yes
Cust311,Month-to-Month,59.25555526980317,1090.1423078832486,61,Fiber optic,Mailed check,Male,No,Yes,Yes,No,Yes,No,Yes
Cust312,Month-to-Month,74.5525908727396,1186.6621432130205,15,Fiber optic,Electronic check,Female,Yes,No,Yes,No,No,Yes,Yes
Cust313,Two-Year,61.03891771614599,658.3500646657692,54,None,Electronic check,Male,Yes,Yes,No,Yes,Yes,Yes,No
Cust314,Two-Year,74.65280154431159,1311.7335362260806,27,None,Electronic check,Female,No,No,No,Yes,No,Yes,No
Cust315,One-Year,58.385668397828354,977.270714039362,13,DSL,Mailed check,Female,No,Yes,Yes,Yes,Yes,No,No
Cust316,Month-to-Month,61.57270380632181,1201.1441851723637,31,Fiber optic,Mailed check,Female,No,No,Yes,No,No,No,No
Cust317,Month-to-Month,20.035986309357845,678.4428300879533,35,Fiber optic,Bank transfer,Male,No,No,Yes,Yes,Yes,No,No
Cust318,Month-to-Month,78.32655349404963,533.8723701951807,60,None,Credit card,Female,No,Yes,No,No,No,Yes,No
Cust319,Month-to-Month,66.92976951795985,1245.3668974075085,6,Fiber optic,Mailed check,Male,No,No,Yes,No,Yes,No,Yes
Cust320,One-Year,79.96020219719304,1112.922857829255,69,None,Credit card,Female,Yes,Yes,No,Yes,Yes,Yes,No
Cust321,One-Year,2.0748924361262127,729.3845336927468,58,Fiber optic,Electronic check,Male,Yes,No,No,No,No,Yes,No
Cust322,One-Year,101.76749409561455,739.1010756175917,49,DSL,Mailed check,Female,No,No,No,No,Yes,Yes,No
Cust323,Month-to-Month,57.20820743689652,1337.630435324431,23,Fiber optic,Bank transfer,Male,No,No,Yes,No,No,Yes,No
Cust324,Two-Year,82.16365633475033,643.1764321398016,34,None,Bank transfer,Male,No,No,No,Yes,No,No,No
Cust325,One-Year,39.20188145748938,1492.801885976789,26,None,Credit card,Male,No,Yes,No,No,Yes,Yes,No
Cust326,One-Year,72.2554781012514,729.8137796056394,47,DSL,Electronic check,Female,No,No,Yes,No,Yes,Yes,No
Cust327,One-Year,38.93168873652688,1191.517577682515,5,Fiber optic,Credit card,Female,No,Yes,Yes,No,Yes,Yes,No
Cust328,Month-to-Month,47.5246207860839,901.4144572753046,20,DSL,Electronic check,Male,No,No,Yes,Yes,Yes,Yes,No
Cust329,Month-to-Month,98.28062707733572,1180.956229324703,6,DSL,Bank transfer,Female,Yes,No,Yes,No,Yes,Yes,No
Cust330,Month-to-Month,56.186351984733065,836.7657993657422,70,Fiber optic,Credit card,Female,No,No,Yes,No,No,Yes,No
Cust331,One-Year,64.34865746359446,951.1621281783117,59,DSL,Bank transfer,Female,No,Yes,No,Yes,Yes,Yes,Yes
Cust332,Month-to-Month,77.40135461377508,1012.2757526187163,64,None,Bank transfer,Female,Yes,No,No,No,Yes,Yes,No
Cust333,Month-to-Month,69.91363775945209,699.3437632655582,18,DSL,Electronic check,Female,No,No,No,No,Yes,No,No
Cust334,Month-to-Month,63.00837810287153,1222.2473036260378,4,None,Credit card,Female,No,Yes,Yes,No,Yes,Yes,No
Cust335,Month-to-Month,67.2992200493245,846.0359300585244,17,DSL,Credit card,Female,No,No,No,No,Yes,Yes,Yes
Cust336,Two-Year,108.0683117047655,931.4200253979944,14,DSL,Bank transfer,Male,No,No,Yes,No,No,Yes,No
Cust337,One-Year,58.84762405932829,701.6951876174463,13,DSL,Bank transfer,Male,No,No,No,No,No,No,No
Cust338,Month-to-Month,64.02198093429935,231.2999023614068,7,DSL,Electronic check,Female,Yes,No,Yes,No,Yes,No,No
Cust339,Month-to-Month,81.01308792015224,942.6916712199493,44,DSL,Mailed check,Male,No,No,Yes,No,No,Yes,No
Cust340,Month-to-Month,82.11051865915968,1723.7846264838747,15,DSL,Mailed check,Male,No,Yes,No,No,Yes,Yes,No
Cust341,Month-to-Month,83.7406061112076,1235.3812863694072,19,Fiber optic,Bank transfer,Male,No,No,Yes,No,No,No,Yes
Cust342,Month-to-Month,72.77460444058369,994.2218860796816,63,DSL,Mailed check,Female,No,Yes,No,No,No,No,No
Cust343,Month-to-Month,37.13990174539033,921.1327512375196,35,Fiber optic,Mailed check,Female,No,No,No,No,No,No,No
Cust344,Month-to-Month,92.66863064602191,1006.7397678436139,35,DSL,Mailed check,Female,No,No,No,No,Yes,No,No
Cust345,One-Year,37.07309213962624,1164.135734552563,19,None,Mailed check,Female,No,No,No,Yes,Yes,No,Yes
Cust346,One-Year,66.05270930478066,645.7561554073466,20,None,Bank transfer,Female,No,No,No,Yes,Yes,Yes,No
Cust347,Month-to-Month,44.914482999612844,1334.2965084006617,35,Fiber optic,Mailed check,Male,No,Yes,Yes,No,No,Yes,No
Cust348,Month-to-Month,58.717233068140146,1214.6143946323732,32,DSL,Mailed check,Female,No,No,No,Yes,Yes,No,No
Cust349,One-Year,66.5752482060696,1215.4557177123804,48,DSL,Electronic check,Male,No,No,No,Yes,No,No,No
Cust350,One-Year,66.42714430900546,1131.5427216429182,44,None,Bank transfer,Female,No,Yes,Yes,No,Yes,Yes,Yes
Cust351,Two-Year,68.4384150847057,1005.884997308197,24,DSL,Credit card,Male,No,No,Yes,Yes,No,No,No
Cust352,One-Year,92.27422538117294,1201.858370790046,61,DSL,Credit card,Female,No,No,No,Yes,Yes,Yes,No
Cust353,Month-to-Month,69.0706860302796,1177.5442401224134,17,DSL,Electronic check,Female,No,No,No,No,Yes,Yes,No
Cust354,Month-to-Month,55.116867294187024,893.7877867176928,71,DSL,Electronic check,Female,No,Yes,No,No,Yes,No,No
Cust355,One-Year,79.28174336576714,827.9194681309298,50,DSL,Bank transfer,Female,No,No,Yes,No,Yes,Yes,No
Cust356,Month-to-Month,83.78940977849281,1030.556888578596,65,Fiber optic,Credit card,Female,No,Yes,No,No,Yes,Yes,No
Cust357,One-Year,35.447843697260154,1464.7060454485563,32,DSL,Mailed check,Female,Yes,Yes,Yes,No,No,Yes,No
Cust358,Two-Year,71.94800139699716,628.2678773038297,36,Fiber optic,Electronic check,Male,No,Yes,No,No,Yes,Yes,No
Cust359,One-Year,74.02345484621796,559.7424202742679,13,DSL,Credit card,Female,Yes,Yes,No,No,Yes,Yes,No
Cust360,Month-to-Month,54.048729932800164,1049.428252370955,70,DSL,Bank transfer,Male,Yes,Yes,Yes,Yes,No,Yes,Yes
Cust361,One-Year,87.51413626623238,1015.2663105568054,58,None,Mailed check,Female,No,No,No,Yes,Yes,Yes,No
Cust362,Month-to-Month,56.998888259349464,1052.0024993111224,14,DSL,Bank transfer,Male,No,No,No,No,No,No,Yes
Cust363,One-Year,62.51152906943084,1073.18595937255,37,None,Electronic check,Male,No,Yes,No,No,No,No,No
Cust364,Two-Year,56.53856351432261,933.0393236095584,68,Fiber optic,Credit card,Male,No,Yes,No,No,Yes,Yes,No
Cust365,Month-to-Month,60.31158095162935,1446.9590315806247,40,DSL,Credit card,Male,No,No,No,No,Yes,No,No
Cust366,Two-Year,38.074498262095965,519.7288064570453,59,None,Credit card,Male,No,No,No,No,Yes,Yes,No
Cust367,Two-Year,31.198982348114114,751.4508925659262,16,DSL,Credit card,Male,No,Yes,Yes,No,No,Yes,No
Cust368,Month-to-Month,91.89010126449944,969.0235719552858,62,None,Mailed check,Female,No,Yes,Yes,No,Yes,Yes,No
Cust369,Month-to-Month,43.060773033633446,507.0433566537498,4,DSL,Mailed check,Male,No,Yes,Yes,Yes,No,No,No
Cust370,Month-to-Month,40.172153010873856,947.2436786703787,45,None,Bank transfer,Female,Yes,Yes,No,No,No,No,No
Cust371,Month-to-Month,16.932197727925704,1498.4410497184053,28,DSL,Mailed check,Female,Yes,Yes,No,Yes,Yes,Yes,No
Cust372,Month-to-Month,47.220765046209955,1006.2659464887886,66,Fiber optic,Electronic check,Male,No,No,Yes,No,No,Yes,Yes
Cust373,One-Year,33.53820413185004,1069.2102717156051,31,Fiber optic,Electronic check,Male,No,Yes,No,No,No,Yes,Yes
Cust374,Month-to-Month,92.84030320272738,621.9505704482259,3,None,Credit card,Female,Yes,No,No,No,Yes,Yes,Yes
Cust375,Month-to-Month,80.19634178685268,815.0915775881567,8,None,Electronic check,Male,No,Yes,No,No,No,Yes,No
Cust376,Two-Year,46.236993096445524,887.4410859028189,24,None,Bank transfer,Male,No,No,Yes,No,No,Yes,No
Cust377,Month-to-Month,105.04871610688618,904.6854709731298,15,None,Mailed check,Male,No,No,No,No,Yes,No,No
Cust378,Two-Year,79.63530973983188,1384.4931385011305,43,DSL,Mailed check,Male,No,No,Yes,No,Yes,Yes,No
Cust379,Month-to-Month,53.50337232982755,1167.3073182175374,31,DSL,Mailed check,Male,No,No,Yes,No,Yes,No,Yes
Cust380,Month-to-Month,10.011885702528538,666.5626129188904,45,DSL,Electronic check,Male,No,No,No,No,Yes,No,No
Cust381,One-Year,105.81885145181484,1073.9514335296014,66,DSL,Mailed check,Male,No,No,Yes,No,No,Yes,Yes
Cust382,One-Year,32.20855066472808,1149.4665245490355,8,DSL,Credit card,Female,No,No,Yes,Yes,Yes,No,No
Cust383,Two-Year,27.092025060862163,1342.04471155638,71,Fiber optic,Credit card,Male,No,No,No,No,No,No,No
Cust384,One-Year,80.45140864019281,1474.162205970512,57,DSL,Credit card,Female,No,No,Yes,No,Yes,Yes,Yes
Cust385,Two-Year,108.79504812678546,695.4717424516393,30,Fiber optic,Electronic check,Female,Yes,No,No,No,Yes,Yes,No
Cust386,Month-to-Month,87.68545637021036,756.7427466368986,18,DSL,Mailed check,Female,No,No,Yes,No,No,No,Yes
Cust387,Month-to-Month,71.27818240104719,622.7266423256151,69,DSL,Electronic check,Female,No,No,Yes,No,No,Yes,No
Cust388,One-Year,71.89508683330573,929.7940422679056,39,Fiber optic,Mailed check,Male,No,Yes,Yes,No,Yes,Yes,Yes
Cust389,Two-Year,77.06831117560615,1139.9075123339003,60,Fiber optic,Bank transfer,Female,No,Yes,Yes,No,Yes,Yes,No
Cust390,Two-Year,75.17857179573531,1296.2003549767305,43,Fiber optic,Bank transfer,Female,Yes,No,No,No,Yes,No,Yes
Cust391,Month-to-Month,65.62382847938751,977.2146929072431,45,Fiber optic,Electronic check,Female,No,Yes,No,Yes,Yes,No,No
Cust392,Month-to-Month,62.084022079037524,904.0457430235468,23,DSL,Credit card,Female,No,No,No,No,Yes,No,No
Cust393,One-Year,58.74813744200955,1045.527397674622,69,Fiber optic,Electronic check,Female,No,Yes,No,Yes,Yes,Yes,No
Cust394,Month-to-Month,44.92070822266648,749.4571295109931,6,DSL,Credit card,Male,Yes,No,Yes,Yes,No,Yes,No
Cust395,Two-Year,54.38649846266452,1626.861616508432,56,DSL,Mailed check,Male,No,No,No,No,Yes,Yes,No
Cust396,Two-Year,26.14086371609229,517.7016918645825,4,Fiber optic,Credit card,Female,No,No,No,Yes,No,No,No
Cust397,Month-to-Month,58.033207464105004,1055.4221736687173,23,DSL,Credit card,Male,Yes,No,No,No,No,Yes,Yes
Cust398,One-Year,40.22817785698165,1607.081865768892,6,DSL,Mailed check,Male,No,No,Yes,No,Yes,Yes,No
Cust399,One-Year,37.92821365568458,1002.0399533679994,32,None,Bank transfer,Female,No,No,No,No,No,Yes,No
Cust400,Month-to-Month,63.59788302306957,942.9882894995517,18,None,Mailed check,Female,Yes,No,No,No,Yes,Yes,No
Cust401,Two-Year,87.84004572689199,892.7663731568719,15,DSL,Electronic check,Female,Yes,Yes,Yes,Yes,No,No,No
Cust402,One-Year,78.36633212004625,945.8824954712777,40,DSL,Electronic check,Male,Yes,No,No,No,Yes,No,Yes
Cust403,Two-Year,28.58998792753646,1411.854542402959,6,DSL,Electronic check,Female,No,No,Yes,Yes,Yes,No,No
Cust404,Month-to-Month,40.20743726859325,336.4414266011479,63,DSL,Electronic check,Male,Yes,No,No,No,No,Yes,No
Cust405,Two-Year,78.81542375976431,1460.0301103888976,67,None,Electronic check,Male,No,No,No,No,Yes,No,No
Cust406,Month-to-Month,40.35025212923381,572.8128542649565,11,DSL,Bank transfer,Male,No,No,No,No,No,No,No
Cust407,Month-to-Month,55.50733700005951,920.0043012296755,43,Fiber optic,Bank transfer,Female,No,Yes,No,No,No,Yes,Yes
Cust408,Two-Year,71.00104198049104,871.2266739104015,17,DSL,Credit card,Male,Yes,Yes,Yes,No,Yes,No,No
Cust409,Month-to-Month,40.633110902727296,1176.565980931216,4,None,Electronic check,Female,No,No,No,No,Yes,Yes,No
Cust410,Month-to-Month,62.107510122919194,520.5626944348758,63,DSL,Mailed check,Female,No,No,No,No,Yes,No,No
Cust411,Two-Year,33.31949010163591,1138.651799824583,68,Fiber optic,Electronic check,Female,No,No,Yes,Yes,No,No,No
Cust412,Two-Year,47.97264712097572,1607.2928869860557,41,DSL,Bank transfer,Female,No,Yes,No,No,No,No,No
Cust413,One-Year,66.39563868285074,591.0477986221568,5,Fiber optic,Electronic check,Female,Yes,No,No,No,Yes,Yes,No
Cust414,One-Year,28.140125329366615,1056.9118502831186,32,DSL,Bank transfer,Male,No,No,Yes,No,Yes,Yes,No
Cust415,Month-to-Month,68.80949475920798,801.4053466610173,70,DSL,Credit card,Male,No,No,Yes,Yes,No,Yes,No
Cust416,Month-to-Month,59.60724402146638,1127.7661618579107,35,None,Credit card,Male,No,Yes,Yes,No,Yes,Yes,No
Cust417,Month-to-Month,71.04979908834295,1005.7443332247257,22,None,Credit card,Male,No,Yes,No,No,No,No,No
Cust418,One-Year,64.47828268129322,807.5539272867071,65,None,Bank transfer,Male,No,Yes,No,Yes,No,No,No
Cust419,One-Year,87.28280859947688,1146.3616854613222,22,Fiber optic,Electronic check,Female,Yes,Yes,No,No,No,No,No
Cust420,One-Year,62.50449005295815,1541.304432936023,11,None,Electronic check,Female,No,Yes,No,No,Yes,Yes,No
Cust421,One-Year,51.41188917749494,942.7288624818104,3,DSL,Mailed check,Male,No,Yes,No,No,Yes,No,No
Cust422,Month-to-Month,62.44595006064568,1215.9273826444546,9,DSL,Bank transfer,Male,Yes,No,No,No,Yes,No,No
Cust423,Month-to-Month,70.86596058072776,612.0181126386509,60,DSL,Mailed check,Male,No,No,Yes,No,Yes,No,No
Cust424,Month-to-Month,60.977201406514084,713.0690869545974,14,Fiber optic,Credit card,Female,No,No,No,Yes,No,Yes,No
Cust425,One-Year,60.811833824077645,1141.7218833641132,18,DSL,Electronic check,Female,No,Yes,No,No,Yes,Yes,No
Cust426,Month-to-Month,45.96016624386489,1445.2348085607896,23,DSL,Bank transfer,Female,Yes,No,No,Yes,No,Yes,Yes
Cust427,Two-Year,46.74198164898104,1106.6840046356979,47,Fiber optic,Mailed check,Male,No,No,No,No,Yes,No,No
Cust428,Month-to-Month,31.94789456400613,906.0825908430537,69,None,Mailed check,Male,No,Yes,Yes,Yes,Yes,No,No
Cust429,Month-to-Month,94.99153486373879,999.7874216270062,47,DSL,Mailed check,Male,No,No,No,Yes,Yes,No,No
Cust430,Month-to-Month,35.1227352921743,624.8776798090847,30,DSL,Electronic check,Male,Yes,Yes,Yes,No,No,Yes,No
Cust431,One-Year,46.141896044081854,1181.35459790661,25,DSL,Electronic check,Female,No,No,No,Yes,Yes,Yes,No
Cust432,One-Year,45.63185468861605,1264.6999186970227,28,DSL,Electronic check,Male,No,No,Yes,Yes,Yes,No,Yes
Cust433,Month-to-Month,77.89848753888883,864.3729001500759,25,DSL,Bank transfer,Male,No,No,No,No,No,No,No
Cust434,Month-to-Month,54.101006434159444,858.9873556721495,58,Fiber optic,Electronic check,Male,No,No,Yes,Yes,Yes,No,No
Cust435,One-Year,84.95484145347467,1079.7634688956146,41,Fiber optic,Bank transfer,Female,Yes,No,Yes,Yes,Yes,No,No
Cust436,Month-to-Month,46.530187515122634,868.9840791878214,25,Fiber optic,Mailed check,Female,Yes,No,Yes,No,Yes,Yes,No
Cust437,Two-Year,65.57988324447604,980.1602156122533,48,DSL,Mailed check,Male,No,No,Yes,No,Yes,No,No
Cust438,One-Year,43.293058934804854,1629.9165367499545,10,None,Credit card,Female,No,Yes,Yes,No,No,No,No
Cust439,Month-to-Month,102.90298255546776,925.892289776201,11,DSL,Electronic check,Female,No,Yes,No,No,Yes,Yes,No
